c1,c2,stim,nparses,ratingcmp,ratingC1,ratingC2,bgJonesMewhort,bgSUBTLEX,bgFacebook,label
trolley,buses,trolleybuses,1,70.645164,72.6129,78.967743,8.22,-0.240416714,-0.333869389,1
daisy,bush,daisybush,1,71.199997,71.966667,77.033333,8.22,-0.240416714,-0.333869389,1
brittle,bush,brittlebush,1,54.700001,53.266666,79.099998,10.2,-0.311252275,-0.34153833,1
golden,bush,goldenbush,1,60.896553,61.137932,80.724136,8.42,-0.370885802,-0.395060031,1
tangle,bush,tanglebush,1,62.034481,64.862068,84.379311,10.2,-0.311252275,-0.34153833,1
rose,bush,rosebush,1,89.931038,88.448273,91.241379,10.2,-0.311252275,-0.34153833,1
needle,bush,needlebush,1,61.066666,52.633335,73.599998,10.2,-0.311252275,-0.34153833,1
rose,bushes,rosebushes,1,88.68,92.68,93.599998,10.2,-0.311252275,-0.34153833,1
trust,buster,trustbuster,1,56.26923,72.115387,70.769234,8.43,-0.368585006,-0.373494219,1
belly,button,bellybutton,1,77.08696,92.347824,33.347828,8.22,-0.240416714,-0.333869389,1
belly,buttons,bellybuttons,1,60.619049,90,34.333332,8.22,-0.240416714,-0.333869389,1
good,bye,goodbye,1,73.068962,44.793102,96.793106,7.33,-0.364368351,-0.395126906,1
good,byes,goodbyes,1,77.416664,35.787235,93.765961,7.33,-0.364368351,-0.395126906,1
taxi,cab,taxicab,1,77.486488,83.594597,81.37838,12.8,0.42590478,0.373913973,1
taxi,cabs,taxicabs,1,83.296295,90.962959,77.555557,12.8,0.42590478,0.373913973,1
bird,cage,birdcage,1,89.5,84.75,94.821426,7.73,-0.374533879,-0.396349544,1
bird,cages,birdcages,1,96.53846,89.57692,97.96154,7.73,-0.374533879,-0.396349544,1
yellow,cake,yellowcake,1,71.541664,81.208336,85.333336,6.09,-0.377994785,-0.401104514,1
batter,cake,battercake,1,65.346153,61.807693,79.07692,11.2,-0.280552627,-0.301024893,1
cheese,cake,cheesecake,1,75.081078,58.783783,86.513512,12.4,0.199469717,0.227640348,1
hot,cake,hotcake,1,65.714287,66.678574,78.285713,9.81,-0.24436144,-0.178650708,1
oat,cake,oatcake,1,72.875,84.739128,88.478264,9.81,-0.24436144,-0.178650708,1
bride,cake,bridecake,1,68.310349,68.068962,83.551727,12.4,0.199469717,0.227640348,1
griddle,cake,griddlecake,1,55.720001,61.291668,70,12.4,0.199469717,0.227640348,1
coffee,cake,coffeecake,1,81.125,66.361702,92.404259,12.4,0.199469717,0.227640348,1
cup,cake,cupcake,1,71.028572,46.588234,81.735291,5.74,-0.376672224,-0.397343159,1
pan,cake,pancake,1,65.057144,56.599998,67.371429,12.2,0.04158178,-0.001319422,1
fruit,cake,fruitcake,1,84.692307,82.871796,89.974358,9.81,-0.24436144,-0.178650708,1
seed,cake,seedcake,1,66,60.666668,78.433334,7.73,-0.374533879,-0.396349544,1
fried,cake,friedcake,1,75.040001,70.480003,67.120003,7.73,-0.374533879,-0.396349544,1
tea,cake,teacake,1,84.451614,66.677422,91.645164,12.2,0.431433401,0.486172681,1
beef,cake,beefcake,1,55.405407,60.162163,49.243244,4.78,-0.377486244,-0.401430528,1
fried,cakes,friedcakes,1,75.854164,80.3125,81.791664,7.73,-0.374533879,-0.396349544,1
short,cakes,shortcakes,1,62.916668,38.085106,88.510635,9.81,-0.24436144,-0.178650708,1
pan,cakes,pancakes,1,76.629631,69.925926,65,12.2,0.04158178,-0.001319422,1
cheese,cakes,cheesecakes,1,77.599998,58.040001,93.800003,12.4,0.199469717,0.227640348,1
cup,cakes,cupcakes,1,77.959999,57.360001,89.599998,5.74,-0.376672224,-0.397343159,1
coffee,cakes,coffeecakes,1,84.199997,76.32,93.360001,12.4,0.199469717,0.227640348,1
hot,cakes,hotcakes,1,81.083336,73.375,83.916664,9.81,-0.24436144,-0.178650708,1
fruit,cakes,fruitcakes,1,83.080002,75.279999,92.080002,9.81,-0.24436144,-0.178650708,1
oat,cakes,oatcakes,1,76.440002,89.120003,82.120003,9.81,-0.24436144,-0.178650708,1
beef,cakes,beefcakes,1,61.666668,62.111111,56.185184,4.78,-0.377486244,-0.401430528,1
griddle,cakes,griddlecakes,1,51.444443,61.740742,68.370369,12.4,0.199469717,0.227640348,1
tea,cakes,teacakes,1,78.583336,53.291668,84.708336,12.2,0.431433401,0.486172681,1
cat,call,catcall,1,58.714287,39.107143,76.35714,9.81,-0.24436144,-0.178650708,1
bird,call,birdcall,1,92.481483,89.481483,90.814812,7.73,-0.374533879,-0.396349544,1
cat,calls,catcalls,1,52.541668,25.125,82.833336,9.81,-0.24436144,-0.178650708,1
web,cam,webcam,1,79.821426,73.10714,78.714287,6.57,-0.377442099,-0.401101194,1
oil,can,oilcan,1,73.324997,91.525002,88.5,8.44,-0.35349475,-0.38751419,1
ash,can,ashcan,1,61.128204,71.256409,72.487183,6.35,-0.377774064,-0.401183756,1
sugar,cane,sugarcane,1,63.25,90,47.650002,11.2,-0.280552627,-0.301024893,1
water,cannon,watercannon,1,82.833336,85.166664,85.300003,11.2,-0.280552627,-0.301024893,1
oil,cans,oilcans,1,85,80.466667,88.133331,8.44,-0.35349475,-0.38751419,1
ash,cans,ashcans,1,71.214287,76.464287,72.75,6.35,-0.377774064,-0.401183756,1
black,cap,blackcap,1,54.166668,76.354164,70.958336,4.55,-0.378224335,-0.401384838,1
ice,cap,icecap,1,60.342106,87.605263,46.86842,12.4,0.199469717,0.227640348,1
hub,cap,hubcap,1,50.270271,44.702702,66.135132,6.57,-0.377442099,-0.401101194,1
night,cap,nightcap,1,59.692307,78.846153,55.615383,9.81,-0.24436144,-0.178650708,1
knee,cap,kneecap,1,72.333336,89.282051,57.820515,12.4,0.199469717,0.227640348,1
skull,cap,skullcap,1,58.307693,60.102566,74.102562,8.44,-0.35349475,-0.38751419,1
toe,cap,toecap,1,54.115383,63.03846,54.96154,12.4,0.199469717,0.227640348,1
snow,cap,snowcap,1,64.192307,74.153847,58.076923,6.09,-0.377994785,-0.401104514,1
bottle,cap,bottlecap,1,92.161293,85.645164,89.548386,12.4,0.199469717,0.227640348,1
milk,cap,milkcap,1,64.85714,63.75,69.321426,4.55,-0.378224335,-0.401384838,1
red,cap,redcap,1,51.892857,61.857143,67.928574,7.73,-0.374533879,-0.396349544,1
white,cap,whitecap,1,65.833336,73.5,60.099998,12.4,0.199469717,0.227640348,1
toe,caps,toecaps,1,51.777779,55.444443,48.925926,12.4,0.199469717,0.227640348,1
ice,caps,icecaps,1,60.84,83.160004,43.119999,12.4,0.199469717,0.227640348,1
knee,caps,kneecaps,1,84.160004,93.959999,54.799999,12.4,0.199469717,0.227640348,1
hub,caps,hubcaps,1,55.714287,43.809525,72.761902,6.57,-0.377442099,-0.401101194,1
red,caps,redcaps,1,51.639999,65.519997,54.240002,7.73,-0.374533879,-0.396349544,1
skull,caps,skullcaps,1,69.904762,65.238098,73.85714,8.44,-0.35349475,-0.38751419,1
night,caps,nightcaps,1,77.541664,74.375,72.208336,9.81,-0.24436144,-0.178650708,1
white,caps,whitecaps,1,53.599998,68.480003,55.68,12.4,0.199469717,0.227640348,1
tram,car,tramcar,1,65.965515,65.620689,78.344826,5.82,-0.376589233,-0.401295634,1
box,car,boxcar,1,68.517242,50.965519,82.137932,9.11,-0.312045105,-0.346181652,1
horse,car,horsecar,1,66.10714,64.464287,66.89286,12.4,0.199469717,0.227640348,1
motor,car,motorcar,1,82.102562,84.256409,91.333336,11.2,-0.280552627,-0.301024893,1
stock,car,stockcar,1,61.322582,58.903225,82.096771,4.55,-0.378224335,-0.401384838,1
rail,car,railcar,1,70.296295,76.259262,69.703705,8.44,-0.35349475,-0.38751419,1
hand,car,handcar,1,57.17857,57.25,75.214287,7.73,-0.374533879,-0.396349544,1
side,car,sidecar,1,58.351353,65,68.054054,12.4,0.199469717,0.227640348,1
flat,car,flatcar,1,56.605263,51.894737,80.552635,9.81,-0.24436144,-0.178650708,1
street,car,streetcar,1,76.526314,80.078949,80.763161,9.81,-0.24436144,-0.178650708,1
flash,card,flashcard,1,86.034485,67.241379,92.448273,6.35,-0.377774064,-0.401183756,1
key,card,keycard,1,88.666664,82.777779,91.555557,8.48,-0.364002837,-0.394879905,1
post,card,postcard,1,71.181816,62,87.522728,9.81,-0.24436144,-0.178650708,1
cash,card,cashcard,1,77.633331,75.966667,83.73333,6.35,-0.377774064,-0.401183756,1
score,card,scorecard,1,88.078949,91.157898,88.789474,12.4,0.199469717,0.227640348,1
race,card,racecard,1,60.375,56.434784,69.95652,12.4,0.199469717,0.227640348,1
letter,card,lettercard,1,65.68,71.400002,73.639999,11.2,-0.280552627,-0.301024893,1
time,card,timecard,1,77.89286,76.85714,84.285713,12.4,0.199469717,0.227640348,1
echo,cardiogram,echocardiogram,1,68.375,67.416664,87.041664,11.2,-0.184809139,-0.21938332,1
flash,cards,flashcards,1,72.770836,51.893616,91.829788,6.35,-0.377774064,-0.401183756,1
post,cards,postcards,1,75.1875,65.03125,88.28125,9.81,-0.24436144,-0.178650708,1
score,cards,scorecards,1,86.199997,91.080002,82.559998,12.4,0.199469717,0.227640348,1
after,care,aftercare,1,66.974358,75.435898,86.53846,11.2,-0.280552627,-0.301024893,1
child,care,childcare,1,91.964287,89.60714,90.964287,7.73,-0.374533879,-0.396349544,1
health,care,healthcare,1,94.160004,91.879997,87.800003,6.35,-0.377774064,-0.401183756,1
skin,care,skincare,1,93.60714,91.39286,90.5,12.2,0.04158178,-0.001319422,1
hair,care,haircare,1,90.533333,90.800003,87.900002,11.2,-0.280552627,-0.301024893,1
day,care,daycare,1,85.279999,83.68,90.080002,8.48,-0.364002837,-0.394879905,1
hand,cars,handcars,1,52.733334,53.700001,68.566666,7.73,-0.374533879,-0.396349544,1
box,cars,boxcars,1,68.172417,53.896553,84.517242,9.11,-0.312045105,-0.346181652,1
street,cars,streetcars,1,84.800003,84.199997,85.666664,9.81,-0.24436144,-0.178650708,1
side,cars,sidecars,1,75.821426,73.89286,80.5,12.4,0.199469717,0.227640348,1
motor,cars,motorcars,1,87.846153,80.53846,85.769234,11.2,-0.280552627,-0.301024893,1
tram,cars,tramcars,1,55.68,64.080002,62.84,5.82,-0.376589233,-0.401295634,1
apple,cart,applecart,1,74.346153,76.653847,85.846153,12.4,0.199469717,0.227640348,1
golf,cart,golfcart,1,93.379311,87.517242,88.620689,4.78,-0.377486244,-0.401430528,1
push,cart,pushcart,1,72.699997,74.599998,80.925003,6.35,-0.377774064,-0.401183756,1
dust,cart,dustcart,1,55.104168,50.520832,66.958336,9.81,-0.24436144,-0.178650708,1
hand,cart,handcart,1,59.37838,65.135132,83.945946,7.73,-0.374533879,-0.396349544,1
tea,cart,teacart,1,79.172417,79.758621,85.103447,12.2,0.431433401,0.486172681,1
dump,cart,dumpcart,1,73.037041,78.740738,85.037041,5.74,-0.376672224,-0.397343159,1
dog,cart,dogcart,1,61.259258,58.777779,73.851852,3.58,-0.378406209,-0.401474043,1
pony,cart,ponycart,1,60.833332,68.125,84.791664,8.48,-0.364002837,-0.394879905,1
push,carts,pushcarts,1,78.959999,80.279999,88.760002,6.35,-0.377774064,-0.401183756,1
hand,carts,handcarts,1,72.208336,57.166668,81.25,7.73,-0.374533879,-0.396349544,1
dust,carts,dustcarts,1,53.916668,46.875,73.125,9.81,-0.24436144,-0.178650708,1
dog,carts,dogcarts,1,66.206894,61.586208,69.517242,3.58,-0.378406209,-0.401474043,1
wood,carver,woodcarver,1,85.800003,88.566666,89.099998,7.73,-0.374533879,-0.396349544,1
wood,carvers,woodcarvers,1,80.458336,83,88.958336,7.73,-0.374533879,-0.396349544,1
wood,carving,woodcarving,1,89.480003,90,93.708336,7.73,-0.374533879,-0.396349544,1
wood,carvings,woodcarvings,1,95.32,87.199997,93.480003,7.73,-0.374533879,-0.396349544,1
note,case,notecase,1,71.533333,77.26667,78.966667,12.4,0.199469717,0.227640348,1
upper,case,uppercase,1,77.241379,72.931038,59.689655,11.2,-0.280552627,-0.301024893,1
brain,case,braincase,1,59.925926,69.59259,60.185184,12.2,0.04158178,-0.001319422,1
seed,case,seedcase,1,65.199997,72.76667,73.933334,7.73,-0.374533879,-0.396349544,1
door,case,doorcase,1,59.916668,75.708336,71.333336,11.2,-0.280552627,-0.301024893,1
show,case,showcase,1,61.909092,82.36364,46.477272,6.09,-0.377994785,-0.401104514,1
card,case,cardcase,1,70.75,76.708336,85.625,7.73,-0.374533879,-0.396349544,1
book,case,bookcase,1,78.589745,84.358971,71.692307,4.55,-0.378224335,-0.401384838,1
suit,case,suitcase,1,62.135136,41.162163,89.24324,9.81,-0.24436144,-0.178650708,1
pillow,case,pillowcase,1,88.589745,91.230766,84.92308,6.09,-0.377994785,-0.401104514,1
stair,case,staircase,1,54.200001,93.474998,36.200001,11.2,-0.280552627,-0.301024893,1
book,cases,bookcases,1,85.533333,86.400002,75.533333,4.55,-0.378224335,-0.401384838,1
show,cases,showcases,1,64.583336,81.916664,57.458332,6.09,-0.377994785,-0.401104514,1
seed,cases,seedcases,1,59.129032,71.741936,65.838707,7.73,-0.374533879,-0.396349544,1
pillow,cases,pillowcases,1,94.5,92.07692,92.730766,6.09,-0.377994785,-0.401104514,1
stair,cases,staircases,1,50.90625,93.46875,43.0625,11.2,-0.280552627,-0.301024893,1
suit,cases,suitcases,1,68,51.5,84.466667,9.81,-0.24436144,-0.178650708,1
video,cassette,videocassette,1,82.045456,90.13636,80.909088,11.2,-0.184809139,-0.21938332,1
audio,cassette,audiocassette,1,83.862068,84.965515,90.068962,11.2,-0.184809139,-0.21938332,1
video,cassettes,videocassettes,1,82,85.178574,83.89286,11.2,-0.184809139,-0.21938332,1
color,cast,colorcast,1,62.666668,78.962959,69.40741,11.2,-0.280552627,-0.301024893,1
colour,cast,colourcast,1,59,79.034485,70.034485,11.2,-0.280552627,-0.301024893,1
down,cast,downcast,1,64.5,64.566666,48.533333,12.2,0.04158178,-0.001319422,1
sports,cast,sportscast,1,62.119999,89.68,50.639999,11.1,-0.172157409,-0.206704163,1
news,cast,newscast,1,63.659092,91.38636,56.045456,11.1,-0.172157409,-0.206704163,1
rough,cast,roughcast,1,64.103447,70.448273,61.310345,6.35,-0.377774064,-0.401183756,1
sports,caster,sportscaster,1,75.346153,89.615387,69.07692,11.1,-0.172157409,-0.206704163,1
news,caster,newscaster,1,74.033333,87.800003,61.133335,11.1,-0.172157409,-0.206704163,1
sports,casters,sportscasters,1,63.035713,89.464287,58.25,11.1,-0.172157409,-0.206704163,1
news,casters,newscasters,1,67.678574,89.464287,63.57143,11.1,-0.172157409,-0.206704163,1
broad,casting,broadcasting,1,65.586205,58.275864,60.620689,7.73,-0.374533879,-0.396349544,1
broad,castings,broadcastings,1,53.689655,66.25,49.07143,7.73,-0.374533879,-0.396349544,1
card,castle,cardcastle,1,74.774193,82.451614,71.483871,7.73,-0.374533879,-0.396349544,1
sports,casts,sportscasts,1,66.370369,85.703705,68.851852,11.1,-0.172157409,-0.206704163,1
out,casts,outcasts,1,56.633335,56.700001,43.700001,9.81,-0.24436144,-0.178650708,1
news,casts,newscasts,1,77.666664,91,60.076923,11.1,-0.172157409,-0.206704163,1
broad,casts,broadcasts,1,53.354839,62.064518,56.741936,7.73,-0.374533879,-0.396349544,1
bear,cat,bearcat,1,57,49,67.777779,11.2,-0.280552627,-0.301024893,1
wild,cat,wildcat,1,82.487183,77.307693,84.897438,7.73,-0.374533879,-0.396349544,1
pussy,cat,pussycat,1,75.827583,56.724136,92.931038,8.48,-0.364002837,-0.394879905,1
oyster,catcher,oystercatcher,1,81.586205,85.655174,88.655174,11.2,-0.280552627,-0.301024893,1
cow,catcher,cowcatcher,1,61.172413,76.275864,74.068962,6.09,-0.377994785,-0.401104514,1
fly,catcher,flycatcher,1,78.724998,88.300003,87.550003,8.48,-0.364002837,-0.394879905,1
gnat,catcher,gnatcatcher,1,57.42857,74.821426,84.678574,9.81,-0.24436144,-0.178650708,1
cow,catchers,cowcatchers,1,53.720001,66.625,78.333336,6.09,-0.377994785,-0.401104514,1
fly,catchers,flycatchers,1,88.862068,89.517242,91.482758,8.48,-0.364002837,-0.394879905,1
wild,cats,wildcats,1,90.045456,92.285713,89.14286,7.73,-0.374533879,-0.396349544,1
copy,cats,copycats,1,51.416668,92.255318,14.595745,8.48,-0.364002837,-0.394879905,1
pussy,cats,pussycats,1,57.16,40.759998,92.760002,8.48,-0.364002837,-0.394879905,1
salt,cellar,saltcellar,1,61.413792,66.896553,79.862068,9.81,-0.24436144,-0.178650708,1
salt,cellars,saltcellars,1,60.517242,57.344826,68.206894,9.81,-0.24436144,-0.178650708,1
job,centre,jobcentre,1,86.838707,83.161293,80.903229,6.57,-0.377442099,-0.401101194,1
high,chair,highchair,1,89.25,88.25,91.821426,6.35,-0.377774064,-0.401183756,1
push,chair,pushchair,1,67.333336,69.619049,74.523811,6.35,-0.377774064,-0.401183756,1
arm,chair,armchair,1,53.977272,40.886364,93.38636,5.82,-0.376589233,-0.401295634,1
wheel,chair,wheelchair,1,88.921051,86.263161,93.605263,8.44,-0.35349475,-0.38751419,1
push,chairs,pushchairs,1,58.037037,67.384613,81.07692,6.35,-0.377774064,-0.401183756,1
high,chairs,highchairs,1,85.214287,79.214287,94.14286,6.35,-0.377774064,-0.401183756,1
wheel,chairs,wheelchairs,1,93.814812,85.5,89.769234,8.44,-0.35349475,-0.38751419,1
arm,chairs,armchairs,1,70.896553,41.275864,93.965515,5.82,-0.376589233,-0.401295634,1
bed,chamber,bedchamber,1,78.083336,84.416664,75.666664,7.73,-0.374533879,-0.396349544,1
bed,chambers,bedchambers,1,82.724136,82.379311,78.586205,7.73,-0.374533879,-0.396349544,1
flow,chart,flowchart,1,80.900002,62.5,89.199997,6.09,-0.377994785,-0.401104514,1
flow,charts,flowcharts,1,77.681816,60.666668,91.714287,6.09,-0.377994785,-0.401104514,1
steeple,chases,steeplechases,1,50.041668,49.304348,45.304348,12.4,0.199469717,0.227640348,1
cross,check,crosscheck,1,61.931034,59.655174,67.793106,11.1,-0.172157409,-0.206704163,1
pay,check,paycheck,1,77.413795,90.275864,61.137932,8.48,-0.364002837,-0.394879905,1
pay,checks,paychecks,1,68.909088,86.380951,67.85714,8.48,-0.364002837,-0.394879905,1
cross,checks,crosschecks,1,59.363636,61.333332,68.272728,11.1,-0.172157409,-0.206704163,1
school,child,schoolchild,1,89.409088,90.954544,89.090912,8.44,-0.35349475,-0.38751419,1
brain,child,brainchild,1,50.153847,56.282051,63.128204,12.2,0.04158178,-0.001319422,1
grand,children,grandchildren,1,50.870968,33.580647,89.032257,7.73,-0.374533879,-0.396349544,1
school,children,schoolchildren,1,92.699997,84.800003,91.5,8.44,-0.35349475,-0.38751419,1
brain,children,brainchildren,1,52.19355,59.548386,74.838707,12.2,0.04158178,-0.001319422,1
acetyl,choline,acetylcholine,1,54.625,75.208336,69.166664,8.44,-0.35349475,-0.38751419,1
lamb,chop,lambchop,1,72.466667,87.566666,64.23333,6.57,-0.377442099,-0.401101194,1
pork,chop,porkchop,1,78.208336,96.333336,56.208332,4.55,-0.378224335,-0.401384838,1
wood,chuck,woodchuck,1,63.5,64.5,43.041668,7.73,-0.374533879,-0.396349544,1
iron,clad,ironclad,1,70.827583,81.517242,62.206898,12.2,0.04158178,-0.001319422,1
quit,claims,quitclaims,1,50.863636,60.954544,65.36364,9.81,-0.24436144,-0.178650708,1
hand,clap,handclap,1,75.199997,75.724998,77.849998,7.73,-0.374533879,-0.396349544,1
thunder,clap,thunderclap,1,66.771431,78.323532,53.323528,11.2,-0.280552627,-0.301024893,1
thunder,claps,thunderclaps,1,71.0625,86.6875,54.1875,11.2,-0.280552627,-0.301024893,1
hand,clasp,handclasp,1,60.4375,76.1875,72.8125,7.73,-0.374533879,-0.396349544,1
hand,clasps,handclasps,1,78.814812,76.111115,81.444443,7.73,-0.374533879,-0.396349544,1
cat,claw,catclaw,1,72.703705,69.333336,78.629631,9.81,-0.24436144,-0.178650708,1
owl,claws,owlclaws,1,64.699997,77.73333,77,8.44,-0.35349475,-0.38751419,1
fire,clay,fireclay,1,51.346153,46.76923,71.384613,12.4,0.199469717,0.227640348,1
house,cleaning,housecleaning,1,93.035713,89.571426,94.428574,12.4,0.199469717,0.227640348,1
sales,clerk,salesclerk,1,88.870964,91.709679,89.483871,11.1,-0.172157409,-0.206704163,1
sales,clerks,salesclerks,1,88.099998,85.833336,87.5,11.1,-0.172157409,-0.206704163,1
paper,clip,paperclip,1,89.40741,80.925926,92.037041,11.2,-0.280552627,-0.301024893,1
paper,clips,paperclips,1,82.692307,71.692307,87.96154,11.2,-0.280552627,-0.301024893,1
hair,cloth,haircloth,1,68.827583,74.310349,86.068962,11.2,-0.280552627,-0.301024893,1
table,cloth,tablecloth,1,84.199997,76.650002,87.550003,12.4,0.199469717,0.227640348,1
back,cloth,backcloth,1,67.166664,65.833336,76.125,4.55,-0.378224335,-0.401384838,1
dust,cloth,dustcloth,1,81.434784,80.782608,89.782608,9.81,-0.24436144,-0.178650708,1
oil,cloth,oilcloth,1,58.871796,61.923077,82.256409,8.44,-0.35349475,-0.38751419,1
sack,cloth,sackcloth,1,60.114285,54.735294,73.058823,4.55,-0.378224335,-0.401384838,1
dish,cloth,dishcloth,1,88.903229,84.129036,90.967743,6.35,-0.377774064,-0.401183756,1
saddle,cloth,saddlecloth,1,60.439999,73.800003,75.199997,12.4,0.199469717,0.227640348,1
sail,cloth,sailcloth,1,58.685715,65.588234,70,8.44,-0.35349475,-0.38751419,1
neck,cloth,neckcloth,1,65.96154,59.153847,71.692307,4.55,-0.378224335,-0.401384838,1
wash,cloth,washcloth,1,83.133331,82.166664,88.26667,6.35,-0.377774064,-0.401183756,1
waist,cloth,waistcloth,1,69.433334,68.466667,81.800003,9.81,-0.24436144,-0.178650708,1
horse,cloth,horsecloth,1,58.954544,54.136364,79.909088,12.4,0.199469717,0.227640348,1
loin,cloth,loincloth,1,56.216217,64.972977,80.24324,12.2,0.04158178,-0.001319422,1
bed,clothes,bedclothes,1,79.800003,76.228569,80.485718,7.73,-0.374533879,-0.396349544,1
night,clothes,nightclothes,1,84.071426,81.535713,87.214287,9.81,-0.24436144,-0.178650708,1
wash,cloths,washcloths,1,92.678574,80.85714,89.14286,6.35,-0.377774064,-0.401183756,1
table,cloths,tablecloths,1,82.866669,84.482758,82.034485,12.4,0.199469717,0.227640348,1
oil,cloths,oilcloths,1,67.791664,62.416668,75.166664,8.44,-0.35349475,-0.38751419,1
dish,cloths,dishcloths,1,83.409088,85.400002,94.199997,6.35,-0.377774064,-0.401183756,1
back,cloths,backcloths,1,67.875,58.583332,73.958336,4.55,-0.378224335,-0.401384838,1
